  PID TTY      STAT   TIME COMMAND
18457 pts/11   R+     0:00 ./prog2
18458 pts/11   R+     0:00 ./prog2
18459 pts/11   R+     0:00 ./prog2
18460 pts/11   R+     0:00 ./prog2
18461 pts/11   R+     0:00 ./prog2
18462 pts/11   R+     0:00 ./prog2
18463 pts/11   R+     0:00 ./prog2
18464 pts/11   R+     0:00 ./prog2
18465 pts/11   R+     0:00 ./prog2
18466 pts/11   R+     0:00 ./prog2
18467 pts/11   R+     0:00 ./prog2
18468 pts/11   R+     0:00 ./prog2
18469 pts/11   R+     0:00 ./prog2
18470 pts/11   R+     0:00 ./prog2
18471 pts/11   R+     0:00 ./prog2
18472 pts/11   R+     0:00 ./prog2
18473 pts/11   R+     0:00 ./prog2
18474 pts/11   R+     0:00 ./prog2
18475 pts/11   R+     0:00 ./prog2
18476 pts/11   R+     0:00 ./prog2
18477 pts/11   R+     0:00 ./prog2
18478 pts/11   R+     0:00 ./prog2
18479 pts/11   R+     0:00 ./prog2
18480 pts/11   R+     0:00 ./prog2
18481 pts/11   R+     0:00 ./prog2
18482 pts/11   R+     0:00 ./prog2
18483 pts/11   R+     0:00 ./prog2
18484 pts/11   R+     0:00 ./prog2
18485 pts/11   R+     0:00 ./prog2
18486 pts/11   R+     0:00 ./prog2
18487 pts/11   R+     0:00 ./prog2
18488 pts/11   R+     0:00 ./prog2
18489 pts/11   R+     0:00 ./prog2
18490 pts/11   R+     0:00 ./prog2
18491 pts/11   R+     0:00 ./prog2
18492 pts/11   R+     0:00 ./prog2
18493 pts/11   R+     0:00 ./prog2
18494 pts/11   R+     0:00 ./prog2
18495 pts/11   R+     0:00 ./prog2
18496 pts/11   R+     0:00 ./prog2
18497 pts/11   R+     0:00 ./prog2
18498 pts/11   R+     0:00 ./prog2
18499 pts/11   R+     0:00 ./prog2
18500 pts/11   R+     0:00 ./prog2
18501 pts/11   R+     0:00 ./prog2
18502 pts/11   R+     0:00 ./prog2
18503 pts/11   R+     0:00 ./prog2
18504 pts/11   R+     0:00 ./prog2
18505 pts/11   R+     0:00 ./prog2
18506 pts/11   R+     0:00 ./prog2
18507 pts/11   R+     0:00 ./prog2
18508 pts/11   R+     0:00 ./prog2
18509 pts/11   R+     0:00 ./prog2
18510 pts/11   R+     0:00 ./prog2
18511 pts/11   R+     0:00 ./prog2
18512 pts/11   R+     0:00 ./prog2
18513 pts/11   R+     0:00 ./prog2
18514 pts/11   R+     0:00 ./prog2
18515 pts/11   R+     0:00 ./prog2
18516 pts/11   R+     0:00 ./prog2
18517 pts/11   R+     0:00 ./prog2
18518 pts/11   R+     0:00 ./prog2
18519 pts/11   R+     0:00 ./prog2
18520 pts/11   R+     0:00 ./prog2
18521 pts/11   R+     0:00 ./prog2
18522 pts/11   R+     0:00 ./prog2
18523 pts/11   R+     0:00 ./prog2
18524 pts/11   R+     0:00 ./prog2
18525 pts/11   R+     0:00 ./prog2
18526 pts/11   R+     0:00 ./prog2
18527 pts/11   R+     0:00 ./prog2
18528 pts/11   R+     0:00 ./prog2
18529 pts/11   R+     0:00 ./prog2
18530 pts/11   R+     0:00 ./prog2
18531 pts/11   R+     0:00 ./prog2
18532 pts/11   R+     0:00 ./prog2
18533 pts/11   R+     0:00 ./prog2
18534 pts/11   R+     0:00 ./prog2
18535 pts/11   R+     0:00 ./prog2
18536 pts/11   R+     0:00 ./prog2
18537 pts/11   R+     0:00 ./prog2
18538 pts/11   R+     0:00 ./prog2
18539 pts/11   R+     0:00 ./prog2
18540 pts/11   R+     0:00 ./prog2
18541 pts/11   R+     0:00 ./prog2
18542 pts/11   R+     0:00 ./prog2
18543 pts/11   R+     0:00 ./prog2
18544 pts/11   R+     0:00 ./prog2
18545 pts/11   R+     0:00 ./prog2
18546 pts/11   R+     0:00 ./prog2
18547 pts/11   R+     0:00 ./prog2
18548 pts/11   R+     0:00 ./prog2
18549 pts/11   R+     0:00 ./prog2
18550 pts/11   R+     0:00 ./prog2
18551 pts/11   R+     0:00 ./prog2
18552 pts/11   R+     0:00 ./prog2
18553 pts/11   R+     0:00 ./prog2
18554 pts/11   R+     0:00 ./prog2
18555 pts/11   R+     0:00 ./prog2
18556 pts/11   R+     0:00 ./prog2
18557 pts/11   R+     0:00 ./prog2
18558 pts/11   R+     0:00 ./prog2
18559 pts/11   R+     0:00 ./prog2
18560 pts/11   R+     0:00 ./prog2
18561 pts/11   R+     0:00 ./prog2
18562 pts/11   R+     0:00 ./prog2
18563 pts/11   R+     0:00 ./prog2
18564 pts/11   R+     0:00 ./prog2
18565 pts/11   R+     0:00 ./prog2
18566 pts/11   R+     0:00 ./prog2
18567 pts/11   R+     0:00 ./prog2
18568 pts/11   R+     0:00 ./prog2
18569 pts/11   R+     0:00 ./prog2
18570 pts/11   R+     0:00 ./prog2
18571 pts/11   R+     0:00 ./prog2
18572 pts/11   R+     0:00 ./prog2
18573 pts/11   R+     0:00 ./prog2
18574 pts/11   R+     0:00 ./prog2
18575 pts/11   R+     0:00 ./prog2
18576 pts/11   R+     0:00 ./prog2
18577 pts/11   R+     0:00 ./prog2
18578 pts/11   R+     0:00 ./prog2
18579 pts/11   R+     0:00 ./prog2
18580 pts/11   R+     0:00 ./prog2
18581 pts/11   R+     0:00 ./prog2
18582 pts/11   R+     0:00 ./prog2
18583 pts/11   R+     0:00 ./prog2
18584 pts/11   R+     0:00 ./prog2
18585 pts/11   R+     0:00 ./prog2
18586 pts/11   R+     0:00 ./prog2
18587 pts/11   R+     0:00 ./prog2
18588 pts/11   R+     0:00 ./prog2
18589 pts/11   R+     0:00 ./prog2
18590 pts/11   R+     0:00 ./prog2
18591 pts/11   R+     0:00 ./prog2
18592 pts/11   R+     0:00 ./prog2
18593 pts/11   R+     0:00 ./prog2
18594 pts/11   R+     0:00 ./prog2
18595 pts/11   R+     0:00 ./prog2
18596 pts/11   R+     0:00 ./prog2
18597 pts/11   R+     0:00 ./prog2
18598 pts/11   R+     0:00 ./prog2
18599 pts/11   R+     0:00 ./prog2
18600 pts/11   R+     0:00 ./prog2
18601 pts/11   R+     0:00 ./prog2
18602 pts/11   R+     0:00 ./prog2
18603 pts/11   R+     0:00 ./prog2
18604 pts/11   R+     0:00 ./prog2
18605 pts/11   R+     0:00 ./prog2
18606 pts/11   R+     0:00 ./prog2
18607 pts/11   R+     0:00 ./prog2
18608 pts/11   R+     0:00 ./prog2
18609 pts/11   R+     0:00 ./prog2
18610 pts/11   R+     0:00 ./prog2
18611 pts/11   R+     0:00 ./prog2
18612 pts/11   R+     0:00 ./prog2
18613 pts/11   R+     0:00 ./prog2
18614 pts/11   R+     0:00 ./prog2
18615 pts/11   R+     0:00 ./prog2
18616 pts/11   R+     0:00 ./prog2
18617 pts/11   R+     0:00 ./prog2
18618 pts/11   R+     0:00 ./prog2
18619 pts/11   R+     0:00 ./prog2
18620 pts/11   R+     0:00 ./prog2
18621 pts/11   R+     0:00 ./prog2
18622 pts/11   R+     0:00 ./prog2
18623 pts/11   R+     0:00 ./prog2
18624 pts/11   R+     0:00 ./prog2
18625 pts/11   R+     0:00 ./prog2
18626 pts/11   R+     0:00 ./prog2
18627 pts/11   R+     0:00 ./prog2
18628 pts/11   R+     0:00 ./prog2
18629 pts/11   R+     0:00 ./prog2
18630 pts/11   R+     0:00 ./prog2
18631 pts/11   R+     0:00 ./prog2
18632 pts/11   R+     0:00 ./prog2
18633 pts/11   R+     0:00 ./prog2
18634 pts/11   R+     0:00 ./prog2
18635 pts/11   R+     0:00 ./prog2
18636 pts/11   R+     0:00 ./prog2
18637 pts/11   R+     0:00 ./prog2
18638 pts/11   R+     0:00 ./prog2
18639 pts/11   R+     0:00 ./prog2
18640 pts/11   R+     0:00 ./prog2
18641 pts/11   R+     0:00 ./prog2
18642 pts/11   R+     0:00 ./prog2
18643 pts/11   R+     0:00 ./prog2
18644 pts/11   R+     0:00 ./prog2
18645 pts/11   R+     0:00 ./prog2
18646 pts/11   R+     0:00 ./prog2
18647 pts/11   R+     0:00 ./prog2
18648 pts/11   R+     0:00 ./prog2
18649 pts/11   R+     0:00 ./prog2
18650 pts/11   R+     0:00 ./prog2
18651 pts/11   R+     0:00 ./prog2
18652 pts/11   R+     0:00 ./prog2
18653 pts/11   R+     0:00 ./prog2
18654 pts/11   R+     0:00 ./prog2
18655 pts/11   R+     0:00 ./prog2
18656 pts/11   R+     0:00 ./prog2
18657 pts/11   R+     0:00 ./prog2
18658 pts/11   R+     0:00 ./prog2
18659 pts/11   R+     0:00 ./prog2
18660 pts/11   R+     0:00 ./prog2
18661 pts/11   R+     0:00 ./prog2
18662 pts/11   R+     0:00 ./prog2
18663 pts/11   R+     0:00 ./prog2
18664 pts/11   R+     0:00 ./prog2
18665 pts/11   R+     0:00 ./prog2
18666 pts/11   R+     0:00 ./prog2
18667 pts/11   R+     0:00 ./prog2
18668 pts/11   R+     0:00 ./prog2
18669 pts/11   R+     0:00 ./prog2
18670 pts/11   R+     0:00 ./prog2
18671 pts/11   R+     0:00 ./prog2
18672 pts/11   R+     0:00 ./prog2
18673 pts/11   R+     0:00 ./prog2
18674 pts/11   R+     0:00 ./prog2
18675 pts/11   R+     0:00 ./prog2
18676 pts/11   R+     0:00 ./prog2
18677 pts/11   R+     0:00 ./prog2
18678 pts/11   R+     0:00 ./prog2
18679 pts/11   R+     0:00 ./prog2
18680 pts/11   R+     0:00 ./prog2
18681 pts/11   R+     0:00 ./prog2
18682 pts/11   R+     0:00 ./prog2
18683 pts/11   R+     0:00 ./prog2
18684 pts/11   R+     0:00 ./prog2
18685 pts/11   R+     0:00 ./prog2
18686 pts/11   R+     0:00 ./prog2
18687 pts/11   R+     0:00 ./prog2
18688 pts/11   R+     0:00 ./prog2
18689 pts/11   R+     0:00 ./prog2
18690 pts/11   R+     0:00 ./prog2
18691 pts/11   R+     0:00 ./prog2
18692 pts/11   R+     0:00 ./prog2
18693 pts/11   R+     0:00 ./prog2
18694 pts/11   R+     0:00 ./prog2
18695 pts/11   R+     0:00 ./prog2
18696 pts/11   R+     0:00 ./prog2
18697 pts/11   R+     0:00 ./prog2
18698 pts/11   R+     0:00 ./prog2
18699 pts/11   R+     0:00 ./prog2
18700 pts/11   R+     0:00 ./prog2
18701 pts/11   R+     0:00 ./prog2
18702 pts/11   R+     0:00 ./prog2
18703 pts/11   R+     0:00 ./prog2
18704 pts/11   R+     0:00 ./prog2
18705 pts/11   R+     0:00 ./prog2
18706 pts/11   R+     0:00 ./prog2
18707 pts/11   R+     0:00 ./prog2
18708 pts/11   R+     0:00 ./prog2
18709 pts/11   R+     0:00 ./prog2
18710 pts/11   R+     0:00 ./prog2
18711 pts/11   R+     0:00 ./prog2
18712 pts/11   R+     0:00 ./prog2
18713 pts/11   R+     0:00 ./prog2
18714 pts/11   R+     0:00 ./prog2
18715 pts/11   R+     0:00 ./prog2
18716 pts/11   R+     0:00 ./prog2
18717 pts/11   R+     0:00 ./prog2
18718 pts/11   R+     0:00 ./prog2
18719 pts/11   R+     0:00 ./prog2
18720 pts/11   R+     0:00 ./prog2
18721 pts/11   R+     0:00 ./prog2
18722 pts/11   R+     0:00 ./prog2
18723 pts/11   R+     0:00 ./prog2
18724 pts/11   R+     0:00 ./prog2
18725 pts/11   R+     0:00 ./prog2
18726 pts/11   R+     0:00 ./prog2
18727 pts/11   R+     0:00 ./prog2
18728 pts/11   R+     0:00 ./prog2
18729 pts/11   R+     0:00 ./prog2
18730 pts/11   R+     0:00 ./prog2
18731 pts/11   R+     0:00 ./prog2
18732 pts/11   R+     0:00 ./prog2
18733 pts/11   R+     0:00 ./prog2
18734 pts/11   R+     0:00 ./prog2
18735 pts/11   R+     0:00 ./prog2
18736 pts/11   R+     0:00 ./prog2
18737 pts/11   R+     0:00 ./prog2
18738 pts/11   R+     0:00 ./prog2
18739 pts/11   R+     0:00 ./prog2
18740 pts/11   R+     0:00 ./prog2
18741 pts/11   R+     0:00 ./prog2
18742 pts/11   R+     0:00 ./prog2
18743 pts/11   R+     0:00 ./prog2
18744 pts/11   R+     0:00 ./prog2
18745 pts/11   R+     0:00 ./prog2
18746 pts/11   R+     0:00 ./prog2
18747 pts/11   R+     0:00 ./prog2
18748 pts/11   R+     0:00 ./prog2
18749 pts/11   R+     0:00 ./prog2
18750 pts/11   R+     0:00 ./prog2
18751 pts/11   R+     0:00 ./prog2
18752 pts/11   R+     0:00 ./prog2
18753 pts/11   R+     0:00 ./prog2
18754 pts/11   R+     0:00 ./prog2
18755 pts/11   R+     0:00 ./prog2
18756 pts/11   R+     0:00 ./prog2
18757 pts/11   R+     0:00 ./prog2
18758 pts/11   R+     0:00 ./prog2
18759 pts/11   R+     0:00 ./prog2
18760 pts/11   R+     0:00 ./prog2
18761 pts/11   R+     0:00 ./prog2
18762 pts/11   R+     0:00 ./prog2
18763 pts/11   R+     0:00 ./prog2
18764 pts/11   R+     0:00 ./prog2
18765 pts/11   R+     0:00 ./prog2
18766 pts/11   R+     0:00 ./prog2
18767 pts/11   R+     0:00 ./prog2
18768 pts/11   R+     0:00 ./prog2
18769 pts/11   R+     0:00 ./prog2
18770 pts/11   R+     0:00 ./prog2
18771 pts/11   R+     0:00 ./prog2
18772 pts/11   R+     0:00 ./prog2
18773 pts/11   R+     0:00 ./prog2
18774 pts/11   R+     0:00 ./prog2
18775 pts/11   R+     0:00 ./prog2
18776 pts/11   R+     0:00 ./prog2
18777 pts/11   R+     0:00 ./prog2
18778 pts/11   R+     0:00 ./prog2
18779 pts/11   R+     0:00 ./prog2
18780 pts/11   R+     0:00 ./prog2
18781 pts/11   R+     0:00 ./prog2
18782 pts/11   R+     0:00 ./prog2
18783 pts/11   R+     0:00 ./prog2
18784 pts/11   R+     0:00 ./prog2
18785 pts/11   R+     0:00 ./prog2
18786 pts/11   R+     0:00 ./prog2
18787 pts/11   R+     0:00 ./prog2
18788 pts/11   R+     0:00 ./prog2
18789 pts/11   R+     0:00 ./prog2
18790 pts/11   R+     0:00 ./prog2
18791 pts/11   R+     0:00 ./prog2
18792 pts/11   R+     0:00 ./prog2
18793 pts/11   R+     0:00 ./prog2
18794 pts/11   R+     0:00 ./prog2
18795 pts/11   R+     0:00 ./prog2
18796 pts/11   R+     0:00 ./prog2
18797 pts/11   R+     0:00 ./prog2
18798 pts/11   R+     0:00 ./prog2
18799 pts/11   R+     0:00 ./prog2
18800 pts/11   R+     0:00 ./prog2
18801 pts/11   R+     0:00 ./prog2
18802 pts/11   R+     0:00 ./prog2
18803 pts/11   R+     0:00 ./prog2
18804 pts/11   R+     0:00 ./prog2
18805 pts/11   R+     0:00 ./prog2
18806 pts/11   R+     0:00 ./prog2
18807 pts/11   R+     0:00 ./prog2
18808 pts/11   R+     0:00 ./prog2
18809 pts/11   R+     0:00 ./prog2
18810 pts/11   R+     0:00 ./prog2
18811 pts/11   R+     0:00 ./prog2
18812 pts/11   R+     0:00 ./prog2
18813 pts/11   R+     0:00 ./prog2
18814 pts/11   R+     0:00 ./prog2
18815 pts/11   R+     0:00 ./prog2
18816 pts/11   R+     0:00 ./prog2
18817 pts/11   R+     0:00 ./prog2
18818 pts/11   R+     0:00 ./prog2
18819 pts/11   R+     0:00 ./prog2
18820 pts/11   R+     0:00 ./prog2
18821 pts/11   R+     0:00 ./prog2
18822 pts/11   R+     0:00 ./prog2
18823 pts/11   R+     0:00 ./prog2
18824 pts/11   R+     0:00 ./prog2
18825 pts/11   R+     0:00 ./prog2
18826 pts/11   R+     0:00 ./prog2
18827 pts/11   R+     0:00 ./prog2
18828 pts/11   R+     0:00 ./prog2
18829 pts/11   R+     0:00 ./prog2
18830 pts/11   R+     0:00 ./prog2
18831 pts/11   R+     0:00 ./prog2
18832 pts/11   R+     0:00 ./prog2
18833 pts/11   R+     0:00 ./prog2
18834 pts/11   R+     0:00 ./prog2
18835 pts/11   R+     0:00 ./prog2
18836 pts/11   R+     0:00 ./prog2
18837 pts/11   R+     0:00 ./prog2
18838 pts/11   R+     0:00 ./prog2
18839 pts/11   R+     0:00 ./prog2
18840 pts/11   R+     0:00 ./prog2
18841 pts/11   R+     0:00 ./prog2
18842 pts/11   R+     0:00 ./prog2
18843 pts/11   R+     0:00 ./prog2
18844 pts/11   R+     0:00 ./prog2
18845 pts/11   R+     0:00 ./prog2
18846 pts/11   R+     0:00 ./prog2
18847 pts/11   R+     0:00 ./prog2
18848 pts/11   R+     0:00 ./prog2
18849 pts/11   R+     0:00 ./prog2
18850 pts/11   R+     0:00 ./prog2
18851 pts/11   R+     0:00 ./prog2
18852 pts/11   R+     0:00 ./prog2
18853 pts/11   R+     0:00 ./prog2
18854 pts/11   R+     0:00 ./prog2
18855 pts/11   R+     0:00 ./prog2
18856 pts/11   R+     0:00 ./prog2
18857 pts/11   R+     0:00 ./prog2
18858 pts/11   R+     0:00 ./prog2
18859 pts/11   R+     0:00 ./prog2
18860 pts/11   R+     0:00 ./prog2
18861 pts/11   R+     0:00 ./prog2
18862 pts/11   R+     0:00 ./prog2
18863 pts/11   R+     0:00 ./prog2
18864 pts/11   R+     0:00 ./prog2
18865 pts/11   R+     0:00 ./prog2
18866 pts/11   R+     0:00 ./prog2
18867 pts/11   R+     0:00 ./prog2
18868 pts/11   R+     0:00 ./prog2
18869 pts/11   R+     0:00 ./prog2
18870 pts/11   R+     0:00 ./prog2
18871 pts/11   R+     0:00 ./prog2
18872 pts/11   R+     0:00 ./prog2
18873 pts/11   R+     0:00 ./prog2
18874 pts/11   R+     0:00 ./prog2
18875 pts/11   R+     0:00 ./prog2
18876 pts/11   R+     0:00 ./prog2
18877 pts/11   R+     0:00 ./prog2
18878 pts/11   R+     0:00 ./prog2
18879 pts/11   R+     0:00 ./prog2
18880 pts/11   R+     0:00 ./prog2
18881 pts/11   R+     0:00 ./prog2
18882 pts/11   R+     0:00 ./prog2
18883 pts/11   R+     0:00 ./prog2
18884 pts/11   R+     0:00 ./prog2
18885 pts/11   R+     0:00 ./prog2
18886 pts/11   R+     0:00 ./prog2
18887 pts/11   R+     0:00 ./prog2
18888 pts/11   R+     0:00 ./prog2
18889 pts/11   R+     0:00 ./prog2
18890 pts/11   R+     0:00 ./prog2
18891 pts/11   R+     0:00 ./prog2
18892 pts/11   R+     0:00 ./prog2
18893 pts/11   R+     0:00 ./prog2
18894 pts/11   R+     0:00 ./prog2
18895 pts/11   R+     0:00 ./prog2
18896 pts/11   R+     0:00 ./prog2
18897 pts/11   R+     0:00 ./prog2
18898 pts/11   R+     0:00 ./prog2
18899 pts/11   R+     0:00 ./prog2
18900 pts/11   R+     0:00 ./prog2
18901 pts/11   R+     0:00 ./prog2
18902 pts/11   R+     0:00 ./prog2
18903 pts/11   R+     0:00 ./prog2
18904 pts/11   R+     0:00 ./prog2
18905 pts/11   R+     0:00 ./prog2
18906 pts/11   R+     0:00 ./prog2
18907 pts/11   R+     0:00 ./prog2
18908 pts/11   R+     0:00 ./prog2
18909 pts/11   R+     0:00 ./prog2
18910 pts/11   R+     0:00 ./prog2
18911 pts/11   R+     0:00 ./prog2
18912 pts/11   R+     0:00 ./prog2
18913 pts/11   R+     0:00 ./prog2
18914 pts/11   R+     0:00 ./prog2
18915 pts/11   R+     0:00 ./prog2
18916 pts/11   R+     0:00 ./prog2
18917 pts/11   R+     0:00 ./prog2
18918 pts/11   R+     0:00 ./prog2
18919 pts/11   R+     0:00 ./prog2
18920 pts/11   R+     0:00 ./prog2
18921 pts/11   R+     0:00 ./prog2
18922 pts/11   R+     0:00 ./prog2
18923 pts/11   R+     0:00 ./prog2
18924 pts/11   R+     0:00 ./prog2
18925 pts/11   R+     0:00 ./prog2
18926 pts/11   R+     0:00 ./prog2
18927 pts/11   R+     0:00 ./prog2
18928 pts/11   R+     0:00 ./prog2
18929 pts/11   R+     0:00 ./prog2
18930 pts/11   R+     0:00 ./prog2
18931 pts/11   R+     0:00 ./prog2
18932 pts/11   R+     0:00 ./prog2
18933 pts/11   R+     0:00 ./prog2
18934 pts/11   R+     0:00 ./prog2
18935 pts/11   R+     0:00 ./prog2
18936 pts/11   R+     0:00 ./prog2
18937 pts/11   R+     0:00 ./prog2
18938 pts/11   R+     0:00 ./prog2
18939 pts/11   R+     0:00 ./prog2
18940 pts/11   R+     0:00 ./prog2
18941 pts/11   R+     0:00 ./prog2
18942 pts/11   R+     0:00 ./prog2
18943 pts/11   R+     0:00 ./prog2
18944 pts/11   R+     0:00 ./prog2
18945 pts/11   R+     0:00 ./prog2
18946 pts/11   R+     0:00 ./prog2
18947 pts/11   R+     0:00 ./prog2
18948 pts/11   R+     0:00 ./prog2
18949 pts/11   R+     0:00 ./prog2
18950 pts/11   R+     0:00 ./prog2
18951 pts/11   R+     0:00 ./prog2
18952 pts/11   R+     0:00 ./prog2
18953 pts/11   R+     0:00 ./prog2
18954 pts/11   R+     0:00 ./prog2
18955 pts/11   R+     0:00 ./prog2
18956 pts/11   R+     0:00 ./prog2
18957 pts/11   R+     0:00 ./prog2
18958 pts/11   R+     0:00 ./prog2
18959 pts/11   R+     0:00 ./prog2
18960 pts/11   R+     0:00 ./prog2
18961 pts/11   R+     0:00 ./prog2
18962 pts/11   R+     0:00 ./prog2
18963 pts/11   R+     0:00 ./prog2
18964 pts/11   R+     0:00 ./prog2
18965 pts/11   R+     0:00 ./prog2
18966 pts/11   R+     0:00 ./prog2
18967 pts/11   R+     0:00 ./prog2
18968 pts/11   R+     0:00 ./prog2
18969 pts/11   R+     0:00 ./prog2
18970 pts/11   R+     0:00 ./prog2
18971 pts/11   R+     0:00 ./prog2
18972 pts/11   R+     0:00 ./prog2
18973 pts/11   R+     0:00 ./prog2
18974 pts/11   R+     0:00 ./prog2
18975 pts/11   R+     0:00 ./prog2
18976 pts/11   R+     0:00 ./prog2
18977 pts/11   R+     0:00 ./prog2
18978 pts/11   R+     0:00 ./prog2
18979 pts/11   R+     0:00 ./prog2
18980 pts/11   R+     0:00 ./prog2
18981 pts/11   R+     0:00 ./prog2
18982 pts/11   R+     0:00 ./prog2
18983 pts/11   R+     0:00 ./prog2
18984 pts/11   R+     0:00 ./prog2
18985 pts/11   R+     0:00 ./prog2
18986 pts/11   R+     0:00 ./prog2
18987 pts/11   R+     0:00 ./prog2
18988 pts/11   R+     0:00 ./prog2
18989 pts/11   R+     0:00 ./prog2
18990 pts/11   R+     0:00 ./prog2
18991 pts/11   R+     0:00 ./prog2
18992 pts/11   R+     0:00 ./prog2
18993 pts/11   R+     0:00 ./prog2
18994 pts/11   R+     0:00 ./prog2
18995 pts/11   R+     0:00 ./prog2
18996 pts/11   R+     0:00 ./prog2
18997 pts/11   R+     0:00 ./prog2
18998 pts/11   R+     0:00 ./prog2
18999 pts/11   R+     0:00 ./prog2
19000 pts/11   R+     0:00 ./prog2
19001 pts/11   R+     0:00 ./prog2
19002 pts/11   R+     0:00 ./prog2
19003 pts/11   R+     0:00 ./prog2
19004 pts/11   R+     0:00 ./prog2
19005 pts/11   R+     0:00 ./prog2
19006 pts/11   R+     0:00 ./prog2
19007 pts/11   R+     0:00 ./prog2
19008 pts/11   R+     0:00 ./prog2
19009 pts/11   R+     0:00 ./prog2
19010 pts/11   R+     0:00 ./prog2
19011 pts/11   R+     0:00 ./prog2
19012 pts/11   R+     0:00 ./prog2
19013 pts/11   R+     0:00 ./prog2
19014 pts/11   R+     0:00 ./prog2
19015 pts/11   R+     0:00 ./prog2
19016 pts/11   R+     0:00 ./prog2
19017 pts/11   R+     0:00 ./prog2
19018 pts/11   R+     0:00 ./prog2
19019 pts/11   R+     0:00 ./prog2
19020 pts/11   R+     0:00 ./prog2
19021 pts/11   R+     0:00 ./prog2
19022 pts/11   R+     0:00 ./prog2
19023 pts/11   R+     0:00 ./prog2
19024 pts/11   R+     0:00 ./prog2
19025 pts/11   R+     0:00 ./prog2
19026 pts/11   R+     0:00 ./prog2
19027 pts/11   R+     0:00 ./prog2
19028 pts/11   R+     0:00 ./prog2
19029 pts/11   R+     0:00 ./prog2
19030 pts/11   R+     0:00 ./prog2
19031 pts/11   R+     0:00 ./prog2
19032 pts/11   R+     0:00 ./prog2
19033 pts/11   R+     0:00 ./prog2
19034 pts/11   R+     0:00 ./prog2
19035 pts/11   R+     0:00 ./prog2
19036 pts/11   R+     0:00 ./prog2
19037 pts/11   R+     0:00 ./prog2
19038 pts/11   R+     0:00 ./prog2
19039 pts/11   R+     0:00 ./prog2
19040 pts/11   R+     0:00 ./prog2
19041 pts/11   R+     0:00 ./prog2
19042 pts/11   R+     0:00 ./prog2
19043 pts/11   R+     0:00 ./prog2
19044 pts/11   R+     0:00 ./prog2
19045 pts/11   R+     0:00 ./prog2
19046 pts/11   R+     0:00 ./prog2
19047 pts/11   R+     0:00 ./prog2
19048 pts/11   R+     0:00 ./prog2
19049 pts/11   R+     0:00 ./prog2
19050 pts/11   R+     0:00 ./prog2
19051 pts/11   R+     0:00 ./prog2
19052 pts/11   R+     0:00 ./prog2
19053 pts/11   R+     0:00 ./prog2
19054 pts/11   R+     0:00 ./prog2
19055 pts/11   R+     0:00 ./prog2
19056 pts/11   R+     0:00 ./prog2
19057 pts/11   R+     0:00 ./prog2
19058 pts/11   R+     0:00 ./prog2
19059 pts/11   R+     0:00 ./prog2
19060 pts/11   R+     0:00 ./prog2
19061 pts/11   R+     0:00 ./prog2
19062 pts/11   R+     0:00 ./prog2
19063 pts/11   R+     0:00 ./prog2
19064 pts/11   R+     0:00 ./prog2
19065 pts/11   R+     0:00 ./prog2
19066 pts/11   R+     0:00 ./prog2
19067 pts/11   R+     0:00 ./prog2
19068 pts/11   R+     0:00 ./prog2
19069 pts/11   R+     0:00 ./prog2
19070 pts/11   R+     0:00 ./prog2
19071 pts/11   R+     0:00 ./prog2
19072 pts/11   R+     0:00 ./prog2
19073 pts/11   R+     0:00 ./prog2
19074 pts/11   R+     0:00 ./prog2
19075 pts/11   R+     0:00 ./prog2
19076 pts/11   R+     0:00 ./prog2
19077 pts/11   R+     0:00 ./prog2
19078 pts/11   R+     0:00 ./prog2
19079 pts/11   R+     0:00 ./prog2
19080 pts/11   R+     0:00 ./prog2
19081 pts/11   R+     0:00 ./prog2
19082 pts/11   R+     0:00 ./prog2
19083 pts/11   R+     0:00 ./prog2
19084 pts/11   R+     0:00 ./prog2
19085 pts/11   R+     0:00 ./prog2
19086 pts/11   R+     0:00 ./prog2
19087 pts/11   R+     0:00 ./prog2
19088 pts/11   R+     0:00 ./prog2
19089 pts/11   R+     0:00 ./prog2
19090 pts/11   R+     0:00 ./prog2
19091 pts/11   R+     0:00 ./prog2
19092 pts/11   R+     0:00 ./prog2
19093 pts/11   R+     0:00 ./prog2
19094 pts/11   R+     0:00 ./prog2
19095 pts/11   R+     0:00 ./prog2
19096 pts/11   R+     0:00 ./prog2
19097 pts/11   R+     0:00 ./prog2
19098 pts/11   R+     0:00 ./prog2
19099 pts/11   R+     0:00 ./prog2
19100 pts/11   R+     0:00 ./prog2
19101 pts/11   R+     0:00 ./prog2
19102 pts/11   R+     0:00 ./prog2
19103 pts/11   R+     0:00 ./prog2
19104 pts/11   R+     0:00 ./prog2
19105 pts/11   R+     0:00 ./prog2
19106 pts/11   R+     0:00 ./prog2
19107 pts/11   R+     0:00 ./prog2
19108 pts/11   R+     0:00 ./prog2
19109 pts/11   R+     0:00 ./prog2
19110 pts/11   R+     0:00 ./prog2
19111 pts/11   R+     0:00 ./prog2
19112 pts/11   R+     0:00 ./prog2
19113 pts/11   R+     0:00 ./prog2
19114 pts/11   R+     0:00 ./prog2
19115 pts/11   R+     0:00 ./prog2
19116 pts/11   R+     0:00 ./prog2
19117 pts/11   R+     0:00 ./prog2
19118 pts/11   R+     0:00 ./prog2
19119 pts/11   R+     0:00 ./prog2
19120 pts/11   R+     0:00 ./prog2
19121 pts/11   R+     0:00 ./prog2
